Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary,Year,Month,Hour,Month_sin,Month_cos,Hour_sin,Hour_cos,Wind Bearing (degrees)_sin,Wind Bearing (degrees)_cos,Heavy_Cloud,New_Summary
Clear,rain,36.8,35.3166666666667,0.21,17.8388,238,10.3523,0,1010.99,Partly cloudy starting in the afternoon.,2008,9,12,-1,-1.83697019872103E-16,-0.136166649096246,-0.990685946036331,-0.854122731360408,-0.520071494867232,False,Clear
Dry,rain,37.15,35.4444444444444,0.19,20.2699,249,9.982,0,1010.55,Partly cloudy starting in the afternoon.,2008,9,13,-1,-1.83697019872103E-16,-0.398401089846242,-0.917211301505453,-0.937850135184186,-0.347040522035977,False,Clear
Partly Cloudy,rain,33.8388888888889,32.3277777777778,0.25,8.5813,242,9.982,0,1010.32,Partly cloudy starting in the afternoon.,2008,9,16,-1,-1.83697019872103E-16,-0.94226092211882,-0.334879612170986,-0.888409771397379,-0.459051280453127,False,Light Cloud
Partly Cloudy,rain,29.9722222222222,29.0888888888889,0.34,4.6207,174,9.982,0,1010.35,Partly cloudy starting in the afternoon.,2008,9,17,-1,-1.83697019872103E-16,-0.997668769190539,-0.068242413364671,0.096111908354273,-0.995370534561125,False,Light Cloud
Mostly Cloudy,rain,25.3666666666667,25.3666666666667,0.51,3.22,140,14.9086,0,1011.24,Partly cloudy starting in the afternoon.,2008,9,20,-1,-1.83697019872103E-16,-0.730835964278124,0.682553143218654,0.637558834511389,-0.770401669609093,True,Heavy Cloud / Rain
Overcast,rain,25.6722222222222,25.6722222222222,0.47,16.1322,271,14.9086,0,1012.67,Mostly cloudy until evening.,2008,9,23,-1,-1.83697019872103E-16,-2.44929359829471E-16,1,-0.999530989041473,0.030623552141682,True,Heavy Cloud / Rain
Partly Cloudy,rain,20.8111111111111,20.8111111111111,0.82,20.7368,358,11.27,0,1015.93,Mostly cloudy until evening.,2008,9,8,-1,-1.83697019872103E-16,0.816969893010442,-0.576680322114867,-0.017501015425829,0.999846845501382,False,Light Cloud
Mostly Cloudy,rain,20.8666666666667,20.8666666666667,0.76,25.0194,350,11.0768,0,1016.28,Mostly cloudy until evening.,2008,9,9,-1,-1.83697019872103E-16,0.631087944326053,-0.77571129070442,-0.156866610836707,0.987619798507809,True,Heavy Cloud / Rain
Partly Cloudy,rain,21.1111111111111,21.1111111111111,0.79,7.7763,230,11.27,0,1017.15,Mostly cloudy until evening.,2008,9,13,-1,-1.83697019872103E-16,-0.398401089846242,-0.917211301505453,-0.773183910291765,-0.634181867342434,False,Light Cloud
Partly Cloudy,rain,21.1333333333333,21.1333333333333,0.78,8.5491,285,11.27,0,1017.14,Mostly cloudy until evening.,2008,9,14,-1,-1.83697019872103E-16,-0.631087944326053,-0.77571129070442,-0.962247110061625,0.272177330389676,False,Light Cloud
Clear,rain,12.7388888888889,12.7388888888889,0.86,6.6493,309,15.8263,0,1019.5,Partly cloudy starting in the morning continuing until evening.,2008,9,1,-1,-1.83697019872103E-16,0.269796771157024,0.962917287347799,-0.767604679763283,0.640923595762792,False,Clear
Clear,rain,20.0722222222222,20.0722222222222,0.68,12.3004,42,9.982,0,1021.77,Partly cloudy starting in the morning continuing until evening.,2008,9,8,-1,-1.83697019872103E-16,0.816969893010442,-0.576680322114867,0.670646629921371,0.741776986549938,False,Clear
Partly Cloudy,rain,25.8722222222222,25.8722222222222,0.36,10.4167,31,10.3523,0,1020.84,Partly cloudy starting in the morning continuing until evening.,2008,9,12,-1,-1.83697019872103E-16,-0.136166649096246,-0.990685946036331,0.516329333901553,0.856390109093267,False,Light Cloud
Partly Cloudy,rain,23.8833333333333,23.8833333333333,0.39,11.9301,351,9.982,0,1019.56,Partly cloudy starting in the morning continuing until evening.,2008,9,16,-1,-1.83697019872103E-16,-0.94226092211882,-0.334879612170986,-0.139558236681035,0.990213865068794,False,Light Cloud
Clear,rain,18.95,18.95,0.61,4.5885,16,10.3523,0,1020.28,Partly cloudy starting in the morning continuing until evening.,2008,9,18,-1,-1.83697019872103E-16,-0.979084087682323,0.203456013052633,0.276385001892226,0.961046997148961,False,Clear
Clear,rain,14.2611111111111,14.2611111111111,0.79,4.1538,352,14.9569,0,1021.01,Partly cloudy starting in the morning continuing until evening.,2008,9,21,-1,-1.83697019872103E-16,-0.519583950035434,0.854419404546488,-0.12220711458183,0.992504620213721,False,Clear
Overcast,rain,8.97777777777778,7.16111111111111,0.8,11.5437,39,15.1501,0,1019.73,Partly cloudy throughout the day.,2009,4,3,0.866025403784439,-0.5,0.730835964278124,0.682553143218654,0.630792758907188,0.775951348545937,True,Heavy Cloud / Rain
Partly Cloudy,rain,20,20,0.61,9.66,100,11.27,0,1018.3,Partly cloudy throughout the day.,2009,4,13,0.866025403784439,-0.5,-0.398401089846242,-0.917211301505453,0.98395190295646,-0.178433888788986,False,Light Cloud
Partly Cloudy,rain,20,20,0.57,8.05,90,11.27,0,1017.6,Partly cloudy throughout the day.,2009,4,14,0.866025403784439,-0.5,-0.631087944326053,-0.77571129070442,0.999990427614762,-0.004375463272152,False,Light Cloud
Partly Cloudy,rain,17.7777777777778,17.7777777777778,0.65,9.66,70,11.27,0,1017.3,Partly cloudy throughout the day.,2009,4,16,0.866025403784439,-0.5,-0.94226092211882,-0.334879612170986,0.940851122550506,0.338820254995851,False,Light Cloud
Partly Cloudy,rain,13.8888888888889,13.8888888888889,0.64,12.88,50,9.982,0,1018.5,Partly cloudy throughout the day.,2009,4,19,0.866025403784439,-0.5,-0.887885218402375,0.460065037731152,0.767604679763283,0.640923595762792,False,Light Cloud
Clear,rain,10.5555555555556,10.5555555555556,0.66,3.22,320,0,0,1017.2,Partly cloudy starting overnight.,2009,4,22,0.866025403784439,-0.5,-0.269796771157025,0.962917287347799,-0.630792758907189,0.775951348545936,False,Clear
Partly Cloudy,rain,7.22222222222222,7.22222222222222,0.79,3.22,270,15.134,0,1016.6,Partly cloudy starting overnight.,2009,4,2,0.866025403784439,-0.5,0.519583950035434,0.854419404546488,-0.999913849632419,0.013126054749098,False,Light Cloud
Partly Cloudy,rain,17.2222222222222,17.2222222222222,0.54,11.27,170,9.982,0,1016.5,Partly cloudy starting overnight.,2009,4,7,0.866025403784439,-0.5,0.94226092211882,-0.334879612170986,0.165503110095191,-0.986209268131677,False,Light Cloud
Partly Cloudy,rain,22.2222222222222,22.2222222222222,0.35,9.66,150,9.982,0,1012.4,Partly cloudy starting overnight.,2009,4,16,0.866025403784439,-0.5,-0.94226092211882,-0.334879612170986,0.49367130363771,-0.869648574979942,False,Light Cloud
Partly Cloudy,rain,17.9666666666667,17.9666666666667,0.39,9.0321,117,10.3684,0,1012.57,Partly cloudy starting overnight.,2009,4,18,0.866025403784439,-0.5,-0.979084087682323,0.203456013052633,0.88840977139738,-0.459051280453127,False,Light Cloud
Partly Cloudy,rain,15,15,0.47,3.22,150,16.1,0,1012.9,Partly cloudy starting overnight.,2009,4,20,0.866025403784439,-0.5,-0.730835964278124,0.682553143218654,0.49367130363771,-0.869648574979942,False,Light Cloud
Partly Cloudy,rain,13.3333333333333,13.3333333333333,0.55,11.27,150,16.1,0,1013.2,Partly cloudy starting in the morning continuing until evening.,2009,4,22,0.866025403784439,-0.5,-0.269796771157025,0.962917287347799,0.49367130363771,-0.869648574979942,False,Light Cloud
Partly Cloudy,rain,8.88888888888889,7.38333333333333,0.83,9.66,170,9.982,0,1012.9,Partly cloudy starting in the morning continuing until evening.,2009,4,4,0.866025403784439,-0.5,0.887885218402375,0.460065037731152,0.165503110095191,-0.986209268131677,False,Light Cloud
Mostly Cloudy,rain,10,8.70555555555556,0.83,9.66,150,9.982,0,1013.2,Partly cloudy starting in the morning continuing until evening.,2009,4,5,0.866025403784439,-0.5,0.979084087682323,0.203456013052634,0.49367130363771,-0.869648574979942,True,Heavy Cloud / Rain
Partly Cloudy,rain,18.8888888888889,18.8888888888889,0.52,17.71,170,9.982,0,1013.4,Partly cloudy starting in the morning continuing until evening.,2009,4,8,0.866025403784439,-0.5,0.816969893010442,-0.576680322114867,0.165503110095191,-0.986209268131677,False,Light Cloud
Partly Cloudy,rain,23.9222222222222,23.9222222222222,0.29,14.0714,207,10.3684,0,1011.83,Partly cloudy starting in the morning continuing until evening.,2009,4,15,0.866025403784439,-0.5,-0.816969893010442,-0.576680322114867,-0.462934090562796,-0.886392705179142,False,Light Cloud
Clear,rain,13.8888888888889,13.8888888888889,0.64,20.93,170,16.1,0,1014,Partly cloudy in the morning.,2009,4,23,0.866025403784439,-0.5,-2.44929359829471E-16,1,0.165503110095191,-0.986209268131677,False,Clear
Clear,rain,17.7611111111111,17.7611111111111,0.41,26.6133,169,10.3684,0,1013.65,Partly cloudy in the morning.,2009,4,9,0.866025403784439,-0.5,0.631087944326053,-0.77571129070442,0.182737426164013,-0.983161753262886,False,Clear
Partly Cloudy,rain,16.1611111111111,16.1611111111111,0.44,16.0356,165,10.3684,0,1011.46,Partly cloudy in the morning.,2009,4,18,0.866025403784439,-0.5,-0.979084087682323,0.203456013052633,0.251062425846372,-0.967970897459285,False,Light Cloud
Clear,rain,12.2222222222222,12.2222222222222,0.57,14.49,170,15.134,0,1011.8,Mostly cloudy starting in the morning.,2009,4,22,0.866025403784439,-0.5,-0.269796771157025,0.962917287347799,0.165503110095191,-0.986209268131677,False,Clear
Clear,rain,7.77777777777778,5.76111111111111,0.68,11.27,110,9.982,0,1010.9,Mostly cloudy starting in the morning.,2009,4,4,0.866025403784439,-0.5,0.887885218402375,0.460065037731152,0.937850135184186,-0.347040522035977,False,Clear
Clear,rain,7.77777777777778,5.76111111111111,0.76,11.27,60,9.982,0,1011.2,Mostly cloudy starting in the morning.,2009,4,5,0.866025403784439,-0.5,0.979084087682323,0.203456013052634,0.867480209711178,0.497471693425315,False,Clear
Mostly Cloudy,rain,18.8888888888889,18.8888888888889,0.4,8.05,100,9.982,0,1010,Mostly cloudy starting in the morning.,2009,4,10,0.866025403784439,-0.5,0.398401089846241,-0.917211301505453,0.98395190295646,-0.178433888788986,True,Heavy Cloud / Rain
Mostly Cloudy,rain,20.6611111111111,20.6611111111111,0.41,10.4328,168,10.3684,0,1008.76,Mostly cloudy starting in the morning.,2009,4,12,0.866025403784439,-0.5,-0.136166649096246,-0.990685946036331,0.199915768115068,-0.979813087103332,True,Heavy Cloud / Rain
Overcast,rain,17.7777777777778,17.7777777777778,0.35,25.76,190,9.982,0,1008.1,Mostly cloudy starting in the morning.,2009,4,14,0.866025403784439,-0.5,-0.631087944326053,-0.77571129070442,-0.182737426164013,-0.983161753262886,True,Heavy Cloud / Rain
Breezy and Overcast,rain,13.8888888888889,13.8888888888889,0.39,28.98,190,9.982,0,1008.3,Mostly cloudy starting in the morning.,2009,4,16,0.866025403784439,-0.5,-0.94226092211882,-0.334879612170986,-0.182737426164013,-0.983161753262886,True,Heavy Cloud / Rain
Mostly Cloudy,rain,11.1111111111111,11.1111111111111,0.61,11.27,220,9.982,0,1009.4,Mostly cloudy starting in the morning.,2009,4,19,0.866025403784439,-0.5,-0.887885218402375,0.460065037731152,-0.650944001011663,-0.759125752129993,True,Heavy Cloud / Rain
Mostly Cloudy,rain,7.22222222222222,7.22222222222222,0.76,3.22,310,15.134,0,1009.7,Mostly cloudy throughout the day.,2009,4,23,0.866025403784439,-0.5,-2.44929359829471E-16,1,-0.756270303917195,0.654259296772306,True,Heavy Cloud / Rain
Overcast,rain,8.33333333333333,8.33333333333333,0.76,0,0,15.134,0,1008.8,Mostly cloudy throughout the day.,2009,4,2,0.866025403784439,-0.5,0.519583950035434,0.854419404546488,0,1,True,Heavy Cloud / Rain
Overcast,rain,11.1111111111111,11.1111111111111,0.66,0,0,11.27,0,1009.1,Mostly cloudy throughout the day.,2009,4,7,0.866025403784439,-0.5,0.94226092211882,-0.334879612170986,0,1,True,Heavy Cloud / Rain
Mostly Cloudy,rain,12.7277777777778,12.7277777777778,0.59,2.3345,291,11.4471,0,1009.39,Mostly cloudy throughout the day.,2009,4,9,0.866025403784439,-0.5,0.631087944326053,-0.77571129070442,-0.928417203661959,0.371539359886012,True,Heavy Cloud / Rain
Overcast,rain,15,15,0.55,4.83,240,11.27,0,1008.6,Mostly cloudy throughout the day.,2009,4,14,0.866025403784439,-0.5,-0.631087944326053,-0.77571129070442,-0.871800291026342,-0.489861462626307,True,Heavy Cloud / Rain
Partly Cloudy,rain,9.44444444444444,8.73333333333333,0.86,6.44,190,15.134,0,1010.6,Mostly cloudy throughout the day.,2009,4,20,0.866025403784439,-0.5,-0.730835964278124,0.682553143218654,-0.182737426164013,-0.983161753262886,False,Light Cloud
Clear,rain,7.02777777777778,7.02777777777778,0.89,2.9785,199,14.329,0,1014.37,Partly cloudy until evening.,2009,4,0,0.866025403784439,-0.5,0,1,-0.334700352146561,-0.942324611942704,False,Clear
Partly Cloudy,rain,8.88888888888889,6.62777777777778,0.86,14.49,270,9.982,0,1011.6,Partly cloudy until evening.,2009,4,1,0.866025403784439,-0.5,0.269796771157024,0.962917287347799,-0.999913849632419,0.013126054749098,False,Light Cloud
Partly Cloudy,rain,7.77777777777778,7.77777777777778,0.86,3.22,240,9.982,0,1011.8,Partly cloudy until evening.,2009,4,2,0.866025403784439,-0.5,0.519583950035434,0.854419404546488,-0.871800291026342,-0.489861462626307,False,Light Cloud
Partly Cloudy,rain,5,5,0.93,3.22,230,11.27,0,1012.3,Partly cloudy until evening.,2009,4,4,0.866025403784439,-0.5,0.887885218402375,0.460065037731152,-0.773183910291765,-0.634181867342434,False,Light Cloud
Clear,rain,9.6,9.28333333333334,0.77,5.1037,285,15.1501,0,1014.35,Partly cloudy until evening.,2009,4,21,0.866025403784439,-0.5,-0.519583950035434,0.854419404546488,-0.962247110061625,0.272177330389676,False,Clear
Clear,rain,8.14444444444444,6.11111111111111,0.71,11.8013,59,14.329,0,1014.88,Partly cloudy starting in the afternoon continuing until night.,2009,4,3,0.866025403784439,-0.5,0.730835964278124,0.682553143218654,0.858641091434049,0.512577287929288,False,Clear
Clear,rain,20,20,0.4,8.05,40,9.982,0,1015.2,Partly cloudy starting in the afternoon continuing until night.,2009,4,10,0.866025403784439,-0.5,0.398401089846241,-0.917211301505453,0.644276086679061,0.764792994302063,False,Clear
Partly Cloudy,rain,22.7777777777778,22.7777777777778,0.32,4.025,116,10.3684,0,1014.25,Partly cloudy starting in the afternoon continuing until night.,2009,4,12,0.866025403784439,-0.5,-0.136166649096246,-0.990685946036331,0.896307570984731,-0.443432901570747,False,Light Cloud
Partly Cloudy,rain,22.8833333333333,22.8833333333333,0.29,0.6601,267,10.3684,0,1012.39,Partly cloudy starting in the afternoon continuing until night.,2009,4,15,0.866025403784439,-0.5,-0.816969893010442,-0.576680322114867,-0.999224735751843,-0.039369118121445,False,Light Cloud
Mostly Cloudy,rain,16.4222222222222,16.4222222222222,0.46,10.8514,121,10.3684,0,1012.15,Partly cloudy starting in the afternoon continuing until night.,2009,4,18,0.866025403784439,-0.5,-0.979084087682323,0.203456013052633,0.854122731360408,-0.520071494867231,True,Heavy Cloud / Rain
Overcast,rain,17.2222222222222,17.2222222222222,0.52,25.76,160,9.982,0,1010.9,Mostly cloudy until evening.,2009,4,8,0.866025403784439,-0.5,0.816969893010442,-0.576680322114867,0.334700352146561,-0.942324611942704,True,Heavy Cloud / Rain
Mostly Cloudy,rain,18.7666666666667,18.7666666666667,0.47,25.9854,161,10.3684,0,1010.89,Mostly cloudy until evening.,2009,4,9,0.866025403784439,-0.5,0.631087944326053,-0.77571129070442,0.318157453712193,-0.948037886715174,True,Heavy Cloud / Rain
Foggy,rain,6.66666666666667,5.52222222222222,1,6.44,170,0.322,0,1013.7,Foggy starting overnight continuing until morning.,2009,4,2,0.866025403784439,-0.5,0.519583950035434,0.854419404546488,0.165503110095191,-0.986209268131677,True,Heavy Cloud / Rain
Foggy,rain,5.85,4.48333333333333,0.96,6.762,174,0.4025,0,1013.86,Foggy starting overnight continuing until morning.,2009,4,3,0.866025403784439,-0.5,0.730835964278124,0.682553143218654,0.096111908354273,-0.995370534561125,True,Heavy Cloud / Rain
Overcast,rain,12.2222222222222,12.2222222222222,0.74,3.22,30,11.27,0,1018.2,Mostly cloudy throughout the day.,2009,4,5,0.866025403784439,-0.5,0.979084087682323,0.203456013052634,0.501262559231529,0.865295236732907,True,Heavy Cloud / Rain
Mostly Cloudy,rain,21.0388888888889,21.0388888888889,0.41,9.2253,83,10.3684,0,1019.35,Mostly cloudy throughout the day.,2009,4,9,0.866025403784439,-0.5,0.631087944326053,-0.77571129070442,0.993029832318594,0.117863277255063,True,Heavy Cloud / Rain
Partly Cloudy,rain,22.2222222222222,22.2222222222222,0.43,8.05,80,9.982,0,1019.4,Mostly cloudy throughout the day.,2009,4,10,0.866025403784439,-0.5,0.398401089846241,-0.917211301505453,0.985475674976989,0.169816648267029,False,Light Cloud
Mostly Cloudy,rain,18.8888888888889,18.8888888888889,0.52,8.05,40,9.982,0,1019.2,Mostly cloudy throughout the day.,2009,4,17,0.866025403784439,-0.5,-0.997668769190539,-0.068242413364671,0.644276086679061,0.764792994302063,True,Heavy Cloud / Rain
Overcast,rain,16.6666666666667,16.6666666666667,0.48,14.49,60,16.1,0,1020.9,Mostly cloudy throughout the day.,2009,4,22,0.866025403784439,-0.5,-0.269796771157025,0.962917287347799,0.867480209711178,0.497471693425315,True,Heavy Cloud / Rain
Mostly Cloudy,rain,22.2222222222222,22.2222222222222,0.49,9.66,110,11.27,0,1020.9,Mostly cloudy throughout the day.,2009,4,11,0.866025403784439,-0.5,0.136166649096247,-0.990685946036331,0.937850135184186,-0.347040522035977,True,Heavy Cloud / Rain
Mostly Cloudy,rain,21.1111111111111,21.1111111111111,0.53,9.66,90,11.27,0,1019.7,Mostly cloudy throughout the day.,2009,4,13,0.866025403784439,-0.5,-0.398401089846242,-0.917211301505453,0.999990427614762,-0.004375463272152,True,Heavy Cloud / Rain
Mostly Cloudy,rain,17.7777777777778,17.7777777777778,0.65,4.83,330,11.27,0,1018.5,Mostly cloudy throughout the day.,2009,4,17,0.866025403784439,-0.5,-0.997668769190539,-0.068242413364671,-0.486042243329636,0.87393531665627,True,Heavy Cloud / Rain
Partly Cloudy,rain,11.5444444444444,11.5444444444444,0.6,10.7226,16,15.1501,0,1016.1,Mostly cloudy throughout the day.,2009,4,0,0.866025403784439,-0.5,0,1,0.276385001892226,0.961046997148961,False,Light Cloud
Overcast,rain,13.3333333333333,13.3333333333333,0.9,6.44,50,15.134,0,1018.7,Mostly cloudy throughout the day.,2009,4,1,0.866025403784439,-0.5,0.269796771157024,0.962917287347799,0.767604679763283,0.640923595762792,True,Heavy Cloud / Rain
Mostly Cloudy,rain,13.8888888888889,13.8888888888889,0.86,14.49,40,15.134,0,1018.3,Mostly cloudy throughout the day.,2009,4,2,0.866025403784439,-0.5,0.519583950035434,0.854419404546488,0.644276086679061,0.764792994302063,True,Heavy Cloud / Rain
Mostly Cloudy,rain,20,20,0.31,20.93,20,9.982,0,1014.7,Mostly cloudy throughout the day.,2009,4,16,0.866025403784439,-0.5,-0.94226092211882,-0.334879612170986,0.342933671209126,0.939359620779513,True,Heavy Cloud / Rain
Partly Cloudy,rain,14.4611111111111,14.4611111111111,0.48,12.6224,0,10.3684,0,1014.8,Mostly cloudy throughout the day.,2009,4,18,0.866025403784439,-0.5,-0.979084087682323,0.203456013052633,0,1,False,Light Cloud
Partly Cloudy,rain,13.8888888888889,13.8888888888889,0.47,12.88,10,9.982,0,1015,Mostly cloudy throughout the day.,2009,4,19,0.866025403784439,-0.5,-0.887885218402375,0.460065037731152,0.174126935338113,0.984723215116693,False,Light Cloud
Partly Cloudy,rain,14.95,14.95,0.39,16.9211,18,9.982,0,1014.94,Mostly cloudy throughout the day.,2009,4,21,0.866025403784439,-0.5,-0.519583950035434,0.854419404546488,0.309849141174301,0.950785732809211,False,Light Cloud
Mostly Cloudy,rain,17.7777777777778,17.7777777777778,0.56,4.83,60,11.27,0,1016.7,Partly cloudy starting overnight.,2009,4,8,0.866025403784439,-0.5,0.816969893010442,-0.576680322114867,0.867480209711178,0.497471693425315,True,Heavy Cloud / Rain
Mostly Cloudy,rain,17.5555555555556,17.5555555555556,0.53,8.7101,140,11.4471,0,1016.49,Partly cloudy starting overnight.,2009,4,9,0.866025403784439,-0.5,0.631087944326053,-0.77571129070442,0.637558834511389,-0.770401669609093,True,Heavy Cloud / Rain
Partly Cloudy,rain,17.7777777777778,17.7777777777778,0.65,9.66,210,11.27,0,1016.5,Partly cloudy starting overnight.,2009,4,11,0.866025403784439,-0.5,0.136166649096247,-0.990685946036331,-0.508815428782493,-0.860875635288215,False,Light Cloud
Partly Cloudy,rain,16.1111111111111,16.1111111111111,0.52,20.93,210,9.982,0,1015.4,Partly cloudy starting overnight.,2009,4,16,0.866025403784439,-0.5,-0.94226092211882,-0.334879612170986,-0.508815428782493,-0.860875635288215,False,Light Cloud
Mostly Cloudy,rain,8.88888888888889,7.1,0.77,11.27,160,9.982,0,1016.9,Mostly cloudy throughout the day.,2009,4,4,0.866025403784439,-0.5,0.887885218402375,0.460065037731152,0.334700352146561,-0.942324611942704,True,Heavy Cloud / Rain
Partly Cloudy,rain,15,15,0.51,3.22,100,9.982,0,1017.8,Mostly cloudy throughout the day.,2009,4,16,0.866025403784439,-0.5,-0.94226092211882,-0.334879612170986,0.98395190295646,-0.178433888788986,False,Light Cloud
Foggy,rain,2.22222222222222,2.22222222222222,1,0,0,3.059,0,1021.1,Partly cloudy until night.,2009,4,4,0.866025403784439,-0.5,0.887885218402375,0.460065037731152,0,1,True,Heavy Cloud / Rain
Partly Cloudy,rain,13.8888888888889,13.8888888888889,0.67,16.1,20,9.982,0,1021.5,Partly cloudy until night.,2009,4,7,0.866025403784439,-0.5,0.94226092211882,-0.334879612170986,0.342933671209126,0.939359620779513,False,Light Cloud
Partly Cloudy,rain,21.1111111111111,21.1111111111111,0.35,16.1,20,9.982,0,1019.4,Partly cloudy until night.,2009,4,13,0.866025403784439,-0.5,-0.398401089846242,-0.917211301505453,0.342933671209126,0.939359620779513,False,Light Cloud
Partly Cloudy,rain,21.1111111111111,21.1111111111111,0.38,4.83,60,9.982,0,1018.8,Partly cloudy until night.,2009,4,14,0.866025403784439,-0.5,-0.631087944326053,-0.77571129070442,0.867480209711178,0.497471693425315,False,Light Cloud
Overcast,rain,11.6666666666667,11.6666666666667,0.57,11.27,20,16.1,0,1019.1,Partly cloudy until evening.,2009,4,2,0.866025403784439,-0.5,0.519583950035434,0.854419404546488,0.342933671209126,0.939359620779513,True,Heavy Cloud / Rain
Partly Cloudy,rain,18.9944444444444,18.9944444444444,0.32,17.8388,359,10.3684,0,1020.97,Partly cloudy until evening.,2009,4,12,0.866025403784439,-0.5,-0.136166649096246,-0.990685946036331,-2.44929359829471E-16,1,False,Light Cloud
Clear,rain,9.18333333333333,7.52777777777778,0.59,10.8192,28,15.1501,0,1021.92,Partly cloudy until evening.,2009,4,21,0.866025403784439,-0.5,-0.519583950035434,0.854419404546488,0.470673048315574,0.88230770232914,False,Clear
Partly Cloudy,rain,7.53333333333334,5.12222222222222,0.66,13.3791,135,15.1501,0,1022.37,Partly cloudy starting in the afternoon.,2009,4,0,0.866025403784439,-0.5,0,1,0.702450690529557,-0.711732412760968,False,Light Cloud
Clear,rain,13.8888888888889,13.8888888888889,0.55,24.15,150,9.982,0,1025,Partly cloudy starting in the afternoon.,2009,4,8,0.866025403784439,-0.5,0.816969893010442,-0.576680322114867,0.49367130363771,-0.869648574979942,False,Clear
Clear,rain,16.0222222222222,16.0222222222222,0.47,24.311,137,10.3684,0,1024.84,Partly cloudy starting in the afternoon.,2009,4,9,0.866025403784439,-0.5,0.631087944326053,-0.77571129070442,0.677112125077616,-0.735879861168163,False,Clear
Breezy and Mostly Cloudy,rain,16.1111111111111,16.1111111111111,0.33,37.03,150,9.982,0,1020.3,Partly cloudy until evening and breezy starting in the morning continuing until evening.,2009,4,8,0.866025403784439,-0.5,0.816969893010442,-0.576680322114867,0.49367130363771,-0.869648574979942,True,Heavy Cloud / Rain
Breezy and Mostly Cloudy,rain,21.1111111111111,21.1111111111111,0.26,33.81,150,9.982,0,1017,Partly cloudy until evening and breezy starting in the morning continuing until evening.,2009,4,14,0.866025403784439,-0.5,-0.631087944326053,-0.77571129070442,0.49367130363771,-0.869648574979942,True,Heavy Cloud / Rain
Breezy and Partly Cloudy,rain,20.05,20.05,0.24,35.0175,137,10.3684,0,1016.42,Partly cloudy until evening and breezy starting in the morning continuing until evening.,2009,4,15,0.866025403784439,-0.5,-0.816969893010442,-0.576680322114867,0.677112125077616,-0.735879861168163,False,Light Cloud
Partly Cloudy,rain,17.7777777777778,17.7777777777778,0.33,25.76,140,9.982,0,1015.4,Partly cloudy until evening and breezy starting in the morning continuing until evening.,2009,4,17,0.866025403784439,-0.5,-0.997668769190539,-0.068242413364671,0.637558834511389,-0.770401669609093,False,Light Cloud
Windy and Partly Cloudy,rain,18.8888888888889,18.8888888888889,0.33,40.25,140,10.3684,0,1012.4,Breezy starting in the morning continuing until afternoon and partly cloudy starting in the morning.,2009,4,9,0.866025403784439,-0.5,0.631087944326053,-0.77571129070442,0.637558834511389,-0.770401669609093,False,Light Cloud
Overcast,rain,16.0611111111111,16.0611111111111,0.41,22.5239,158,11.4471,0,1009.96,Breezy starting in the morning continuing until afternoon and partly cloudy starting in the morning.,2009,4,18,0.866025403784439,-0.5,-0.979084087682323,0.203456013052633,0.367473547992272,-0.930033973318164,True,Heavy Cloud / Rain
Mostly Cloudy,rain,13.3333333333333,13.3333333333333,0.53,11.27,130,16.1,0,1010.7,Mostly cloudy throughout the day.,2009,4,22,0.866025403784439,-0.5,-0.269796771157025,0.962917287347799,0.761966667054504,-0.647616243077527,True,Heavy Cloud / Rain
Mostly Cloudy,rain,12.2222222222222,12.2222222222222,0.5,11.27,120,16.1,0,1010.5,Mostly cloudy throughout the day.,2009,4,1,0.866025403784439,-0.5,0.269796771157024,0.962917287347799,0.863093697875934,-0.5050438284811,True,Heavy Cloud / Rain
Partly Cloudy,rain,10.5555555555556,10.5555555555556,0.56,11.27,100,16.1,0,1010.4,Mostly cloudy throughout the day.,2009,4,3,0.866025403784439,-0.5,0.730835964278124,0.682553143218654,0.98395190295646,-0.178433888788986,False,Light Cloud
Partly Cloudy,rain,12.7777777777778,12.7777777777778,0.59,6.44,130,16.1,0,1008.4,Mostly cloudy throughout the day.,2009,4,20,0.866025403784439,-0.5,-0.730835964278124,0.682553143218654,0.761966667054504,-0.647616243077527,False,Light Cloud
Mostly Cloudy,rain,8.88888888888889,7.38333333333333,0.83,9.66,150,9.982,0,1022.8,Partly cloudy until evening.,2009,4,4,0.866025403784439,-0.5,0.887885218402375,0.460065037731152,0.49367130363771,-0.869648574979942,True,Heavy Cloud / Rain
Partly Cloudy,rain,11.8944444444444,11.8944444444444,0.74,9.6922,106,9.982,0,1022.93,Partly cloudy until evening.,2009,4,6,0.866025403784439,-0.5,0.997668769190539,-0.068242413364671,0.959828485212119,-0.280587382067351,False,Light Cloud
Partly Cloudy,rain,21.1111111111111,21.1111111111111,0.42,11.27,150,9.982,0,1020.3,Partly cloudy until evening.,2009,4,14,0.866025403784439,-0.5,-0.631087944326053,-0.77571129070442,0.49367130363771,-0.869648574979942,False,Light Cloud
Mostly Cloudy,rain,7.77777777777778,6.80555555555555,0.89,6.44,240,16.1,0,1008.9,Partly cloudy until night.,2009,4,2,0.866025403784439,-0.5,0.519583950035434,0.854419404546488,-0.871800291026342,-0.489861462626307,True,Heavy Cloud / Rain
